acc,disprot_id,organism,ncbi_taxon_id,group,protein_name,gene,length,seq_len_check,n_regions,n_disorder_res_D,n_disorder_res_D_or_S,D_exp,D_exp_ambiguous,disorder_content_source,af_very_low_content,af_available,has_ambiguous_S,uniparc,uniref50,released,source_file
P25638,DP01243,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,TPR repeat-containing protein associated with Hsp90,TAH1,111,111,4,20,20,0.18018018018018017,0.18018018018018017,0.18018018018018017,0.04504504504504504,True,False,UPI000013A726,UniRef50_P25638,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P53905,DP01261,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,U6 snRNA-associated Sm-like protein LSm7,LSM7,115,115,2,37,37,0.3217391304347826,0.3217391304347826,0.3217391304347826,0.008695652173913044,True,False,UPI00000530D5,UniRef50_P53905,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P36152,DP01320,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Fe-S cluster assembly protein DRE2,DRE2,348,348,2,115,115,0.33045977011494254,0.33045977011494254,0.33045977011494254,0.1235632183908046,True,False,UPI0000052EB8,UniRef50_Q6CJS8,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P32639,DP01330,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Pre-mRNA-splicing helicase BRR2,BRR2,2163,2163,3,203,203,0.09385113268608414,0.09385113268608414,0.09385113268608414,0.09153952843273232,True,False,UPI0000126AE4,UniRef50_P32639,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P53330,DP01392,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Regulator of Ty1 transposition protein 102,RTT102,157,157,6,86,86,0.5477707006369427,0.5477707006369427,0.5477707006369427,0.2929936305732484,True,False,UPI000013AFCE,UniRef50_P53330,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P47093,DP01401,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,U6 snRNA-associated Sm-like protein LSm8,LSM8,109,109,1,42,42,0.3853211009174312,0.3853211009174312,0.3853211009174312,0.01834862385321101,True,False,UPI000013B61D,UniRef50_P47093,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q06406,DP01402,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,U6 snRNA-associated Sm-like protein LSm6,LSM6,86,86,1,10,10,0.11627906976744186,0.11627906976744186,0.11627906976744186,0.023255813953488372,True,False,UPI00000530D4,UniRef50_A6ZYX7,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q03071,DP01430,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Elongin-C,ELC1,99,99,1,23,23,0.23232323232323232,0.23232323232323232,0.23232323232323232,0.010101010101010102,True,False,UPI0000069742,UniRef50_Q03071,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P36118,DP01471,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Pre-mRNA-splicing factor NTR2,NTR2,322,322,4,322,322,1.0,1.0,1.0,0.30124223602484473,True,False,UPI000013B62A,UniRef50_P36118,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P40161,DP01485,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Histone chaperone RTT106,RTT106,455,455,2,25,25,0.054945054945054944,0.054945054945054944,0.054945054945054944,0.2835164835164835,True,False,UPI000013BBBB,UniRef50_P40161,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P33328,DP01502,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Synaptobrevin homolog 2,SNC2,115,115,4,91,91,0.7913043478260869,0.7913043478260869,0.7913043478260869,0.017391304347826087,True,False,UPI0000168E3B,UniRef50_P33328,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P32867,DP01503,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Protein SSO1,SSO1,290,290,3,74,74,0.25517241379310346,0.25517241379310346,0.25517241379310346,0.07241379310344828,True,False,UPI0000135FE3,UniRef50_P32867,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P39926,DP01504,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Protein SSO2,SSO2,295,295,1,74,74,0.25084745762711863,0.25084745762711863,0.25084745762711863,0.10508474576271186,True,False,UPI0000148B51,UniRef50_P39926,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P32917,DP01511,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Protein STE5,STE5,917,917,4,90,90,0.09814612868047982,0.09814612868047982,0.09814612868047982,0.47110141766630315,True,False,UPI0000168E65,UniRef50_P32917,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P53378,DP01513,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Tubulin gamma chain,TUB4,473,473,2,35,35,0.07399577167019028,0.07399577167019028,0.07399577167019028,0.07188160676532769,True,False,UPI000005307C,UniRef50_P53378,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P25344,DP01515,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Protein STE50,STE50,346,346,1,63,63,0.18208092485549132,0.18208092485549132,0.18208092485549132,0.3786127167630058,True,False,UPI0000136073,UniRef50_P25344,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q06810,DP01516,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Protein OPY2,OPY2,360,360,6,152,152,0.4222222222222222,0.4222222222222222,0.4222222222222222,0.25555555555555554,True,False,UPI000006A585,UniRef50_Q06810,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P04147,DP01538,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,"Polyadenylate-binding protein, cytoplasmic and nuclear",PAB1,577,577,5,84,84,0.14558058925476602,0.14558058925476602,0.14558058925476602,0.17677642980935876,True,False,UPI0000168D4D,UniRef50_P04147,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q04964,DP01559,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Ribonucleotide reductase inhibitor protein SML1,SML1,104,104,6,104,104,1.0,1.0,1.0,0.17307692307692307,True,False,UPI000013B9AE,UniRef50_Q04964,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P34233,DP01579,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Transcriptional regulatory protein ASH1,ASH1,588,588,7,81,81,0.1377551020408163,0.1377551020408163,0.1377551020408163,0.30612244897959184,True,False,UPI0000126104,UniRef50_P34233,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P19880,DP01584,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,AP-1-like transcription factor YAP1,YAP1,650,650,5,109,109,0.1676923076923077,0.1676923076923077,0.1676923076923077,0.6430769230769231,True,False,UPI0000168EFE,UniRef50_P19880,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P21374,DP01593,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Pre-mRNA-splicing factor ISY1,ISY1,235,235,2,140,140,0.5957446808510638,0.5957446808510638,0.5957446808510638,0.00425531914893617,True,False,UPI0000168B93,UniRef50_P21374,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P47142,DP01599,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Vacuolar protein-sorting-associated protein 25,VPS25,202,202,3,18,18,0.0891089108910891,0.0891089108910891,0.0891089108910891,0.06930693069306931,True,False,UPI000013B4D1,UniRef50_P47142,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q12483,DP01604,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Vacuolar-sorting protein SNF8,SNF8,233,233,3,22,22,0.0944206008583691,0.0944206008583691,0.0944206008583691,0.02145922746781116,True,False,UPI00000697FE,UniRef50_Q12483,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q06208,DP01606,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Protein RIF2,RIF2,395,395,2,47,47,0.1189873417721519,0.1189873417721519,0.1189873417721519,0.20506329113924052,True,False,UPI00001338EF,UniRef50_Q06208,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P29539,DP01607,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Telomere length regulator protein RIF1,RIF1,1916,1916,1,84,84,0.04384133611691023,0.04384133611691023,0.04384133611691023,0.4102296450939457,True,False,UPI0000168DE8,UniRef50_P29539,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q06696,DP01611,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Vacuolar protein-sorting-associated protein 36,VPS36,566,566,6,395,395,0.6978798586572438,0.6978798586572438,0.6978798586572438,0.16431095406360424,True,False,UPI000006BA9D,UniRef50_Q06696,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q03834,DP01623,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,DNA mismatch repair protein MSH6,MSH6,1242,1242,2,304,304,0.24476650563607086,0.24476650563607086,0.24476650563607086,0.22544283413848631,True,False,UPI0000053042,UniRef50_Q03834,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P14736,DP01628,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,DNA repair protein RAD4,RAD4,754,754,2,222,222,0.29442970822281167,0.29442970822281167,0.29442970822281167,0.22679045092838196,True,False,UPI000013307D,UniRef50_P14736,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P32628,DP01629,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,UV excision repair protein RAD23,RAD23,398,398,14,241,241,0.6055276381909548,0.6055276381909548,0.6055276381909548,0.34673366834170855,True,False,UPI0000053043,UniRef50_P32628,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P07276,DP01631,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,DNA repair protein RAD2,RAD2,1031,1031,6,119,119,0.11542192046556742,0.11542192046556742,0.11542192046556742,0.38700290979631424,True,False,UPI000017B328,UniRef50_P07276,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P32776,DP01638,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,General transcription and DNA repair factor IIH subunit TFB1,TFB1,642,642,12,119,119,0.1853582554517134,0.1853582554517134,0.1853582554517134,0.11526479750778816,True,False,UPI000005304B,UniRef50_P32776,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q3E840,DP01653,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Diphthamide biosynthesis protein 3,KTI11,82,82,1,13,13,0.15853658536585366,0.15853658536585366,0.15853658536585366,0.024390243902439025,True,False,UPI000015489E,UniRef50_P31386,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q06628,DP01732,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Autophagy-related protein 13,ATG13,738,738,34,471,471,0.6382113821138211,0.6382113821138211,0.6382113821138211,0.5623306233062331,True,False,UPI000006B8CF,UniRef50_Q06628,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q07528,DP01744,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Autophagy-related protein 20,ATG20,640,640,5,160,160,0.25,0.25,0.25,0.315625,True,False,UPI000006BC72,UniRef50_Q07528,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P53632,DP01775,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Poly(A) RNA polymerase protein 2,PAP2,584,584,6,263,263,0.4503424657534247,0.4503424657534247,0.4503424657534247,0.3236301369863014,True,False,UPI000005309C,UniRef50_P53632,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P25644,DP01825,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,DNA topoisomerase 2-associated protein PAT1,PAT1,796,796,3,93,93,0.11683417085427136,0.11683417085427136,0.11683417085427136,0.3806532663316583,True,False,UPI00000530D6,UniRef50_P25644,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P38968,DP01840,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Protein transport protein SEC31,SEC31,1273,1273,1,331,331,0.26001571091908876,0.26001571091908876,0.26001571091908876,0.3401413982717989,True,False,UPI00001689F0,UniRef50_P38968,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P47047,DP01867,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,ATP-dependent RNA helicase DOB1,MTR4,1073,1073,17,150,150,0.13979496738117428,0.13979496738117428,0.13979496738117428,0.10344827586206896,True,False,UPI0000052EB1,UniRef50_P47047,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q07930,DP01890,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Pre-mRNA leakage protein 1,PML1,204,204,5,71,71,0.3480392156862745,0.3480392156862745,0.3480392156862745,0.049019607843137254,True,False,UPI000013B7A1,UniRef50_Q07930,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q02554,DP01978,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Cold sensitive U2 snRNA suppressor 1,CUS1,436,436,1,18,18,0.04128440366972477,0.04128440366972477,0.04128440366972477,0.2981651376146789,True,False,UPI0000053202,UniRef50_Q02554,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P32504,DP02033,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Centromere DNA-binding protein complex CBF3 subunit A,CBF2,956,956,8,499,499,0.5219665271966527,0.5219665271966527,0.5219665271966527,0.22071129707112971,True,False,UPI0000127151,UniRef50_P32504,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P41814,DP02050,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,GCD10,478,478,3,145,145,0.303347280334728,0.303347280334728,0.303347280334728,0.1087866108786611,True,False,UPI000012D323,UniRef50_P41814,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P33322,DP02055,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,H/ACA ribonucleoprotein complex subunit CBF5,CBF5,483,483,1,44,44,0.09109730848861283,0.09109730848861283,0.09109730848861283,0.14492753623188406,True,False,UPI0000052ECF,UniRef50_P33322,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P33411,DP02073,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Pre-mRNA-splicing factor 18,PRP18,251,251,1,20,20,0.0796812749003984,0.0796812749003984,0.0796812749003984,0.199203187250996,True,False,UPI0000053214,UniRef50_P33411,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P27472,DP02097,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Glycogen [starch] synthase isoform 2,GSY2,705,705,9,78,78,0.11063829787234042,0.11063829787234042,0.11063829787234042,0.08085106382978724,True,False,UPI00001683A4,UniRef50_P27472,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q02199,DP02122,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Nucleoporin NUP49/NSP49,NUP49,472,472,7,290,290,0.614406779661017,0.614406779661017,0.614406779661017,0.559322033898305,True,False,UPI000013071E,UniRef50_Q02199,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q03281,DP02124,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Inner nuclear membrane protein HEH2,HEH2,663,663,2,42,42,0.06334841628959276,0.06334841628959276,0.06334841628959276,0.3740573152337858,True,False,UPI000013A86E,UniRef50_Q03281,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P04386,DP02132,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Regulatory protein GAL4,GAL4,881,881,1,38,38,0.043132803632236094,0.043132803632236094,0.043132803632236094,0.3598183881952327,True,False,UPI0000000980,UniRef50_P04386,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P32337,DP02144,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Importin subunit beta-3,PSE1,1089,1089,2,11,11,0.010101010101010102,0.010101010101010102,0.010101010101010102,0.005509641873278237,True,False,UPI000016898A,UniRef50_P32337,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P47054,DP02145,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Nucleoporin NUP192,NUP192,1683,1683,3,138,138,0.08199643493761141,0.08199643493761141,0.08199643493761141,0.050505050505050504,True,False,UPI000013B540,UniRef50_P47054,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P49687,DP02155,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Nucleoporin NUP145,NUP145,1317,1317,3,129,129,0.0979498861047836,0.0979498861047836,0.0979498861047836,0.3895216400911162,True,False,UPI0000052F85,UniRef50_P49687,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P46673,DP02156,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Nucleoporin NUP85,NUP85,744,744,3,65,65,0.08736559139784947,0.08736559139784947,0.08736559139784947,0.0739247311827957,True,False,UPI0000052F87,UniRef50_P46673,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P35729,DP02157,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Nucleoporin NUP120,NUP120,1037,1037,1,23,23,0.022179363548698167,0.022179363548698167,0.022179363548698167,0.03182256509161042,True,False,UPI0000052F84,UniRef50_P35729,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P36161,DP02158,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Nucleoporin NUP133,NUP133,1157,1157,2,55,55,0.04753673292999136,0.04753673292999136,0.04753673292999136,0.07087294727744166,True,False,UPI000012FC14,UniRef50_P36161,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P32566,DP02159,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Cell wall assembly regulator SMI1,SMI1,505,505,1,166,166,0.3287128712871287,0.3287128712871287,0.3287128712871287,0.3702970297029703,True,False,UPI0000135AAD,UniRef50_P32566,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P21734,DP02193,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Ubiquitin-conjugating enzyme E2 1,UBC1,215,215,2,23,23,0.10697674418604651,0.10697674418604651,0.10697674418604651,0.037209302325581395,True,False,UPI0000137952,UniRef50_P21734,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P53136,DP02195,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Ribosome biogenesis protein NSA1,NSA1,463,463,1,30,30,0.06479481641468683,0.06479481641468683,0.06479481641468683,0.047516198704103674,True,False,UPI0000053232,UniRef50_P53136,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P32521,DP02220,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Actin cytoskeleton-regulatory complex protein PAN1,PAN1,1480,1480,2,290,290,0.19594594594594594,0.19594594594594594,0.19594594594594594,0.6452702702702703,True,False,UPI0000168D51,UniRef50_P32521,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q02821,DP02227,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Importin subunit alpha,SRP1,542,542,1,21,21,0.03874538745387454,0.03874538745387454,0.03874538745387454,0.12177121771217712,True,False,UPI000003311C,UniRef50_Q02821,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P38862,DP02249,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Ubiquitin-like modifier-activating enzyme ATG7,ATG7,630,630,2,13,13,0.020634920634920634,0.020634920634920634,0.020634920634920634,0.015873015873015872,True,False,UPI0000125C64,UniRef50_P38862,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P02309,DP02260,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Histone H4,HHF1,103,103,6,18,18,0.17475728155339806,0.17475728155339806,0.17475728155339806,0.009708737864077669,True,False,UPI0000111D40,UniRef50_P02309,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q12306,DP02264,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Ubiquitin-like protein SMT3,SMT3,101,101,1,23,23,0.22772277227722773,0.22772277227722773,0.22772277227722773,0.16831683168316833,True,False,UPI00001122F6,UniRef50_Q12306,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q05471,DP02295,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Helicase SWR1,SWR1,1514,1514,5,29,29,0.01915455746367239,0.01915455746367239,0.01915455746367239,0.3368560105680317,True,False,UPI000013A81C,UniRef50_Q05471,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P53865,DP02324,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Chaotic nuclear migration protein 67,CNM67,581,581,2,10,10,0.01721170395869191,0.01721170395869191,0.01721170395869191,0.26506024096385544,True,False,UPI000013BBCA,UniRef50_P53865,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
O60200,DP02325,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Mitochondrial distribution and morphology protein 35,MDM35,86,86,1,15,15,0.1744186046511628,0.1744186046511628,0.1744186046511628,0.023255813953488372,True,False,UPI000013B6D1,UniRef50_Q05776,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q05776,DP02326,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,"Protein UPS1, mitochondrial",UPS1,175,175,3,10,10,0.05714285714285714,0.05714285714285714,0.05714285714285714,0.0,True,False,UPI000006984C,UniRef50_Q05776,2018_11,disprot_taxon_559292_saccharomyces_cerevisiae.json
P36080,DP02355,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Ribosomal RNA-processing protein 14,RRP14,434,434,4,336,336,0.7741935483870968,0.7741935483870968,0.7741935483870968,0.16820276497695852,True,False,UPI000013B6FF,UniRef50_P36080,2021_06,disprot_taxon_559292_saccharomyces_cerevisiae.json
P35201,DP02395,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Inner kinetochore subunit MIF2,MIF2,549,549,2,72,72,0.13114754098360656,0.13114754098360656,0.13114754098360656,0.366120218579235,True,False,UPI000012F0EC,UniRef50_P35201,2021_06,disprot_taxon_559292_saccharomyces_cerevisiae.json
P11746,DP02397,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Pheromone receptor transcription factor,MCM1,286,286,4,16,16,0.055944055944055944,0.055944055944055944,0.055944055944055944,0.4230769230769231,True,False,UPI0000168C1C,UniRef50_P11746,2021_06,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q03707,DP02448,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Inner nuclear membrane protein SRC1,SRC1,834,834,7,259,259,0.3105515587529976,0.3105515587529976,0.3105515587529976,0.43285371702637887,True,False,UPI0000168A8A,UniRef50_Q03707,2023_12,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q12476,DP02464,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Protein AIR2,AIR2,344,344,3,13,13,0.0377906976744186,0.0377906976744186,0.0377906976744186,0.38953488372093026,True,False,UPI00000530F6,UniRef50_Q12476,2020_12,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q12432,DP02466,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Chromatin modification-related protein EAF3,EAF3,401,401,1,10,10,0.02493765586034913,0.02493765586034913,0.02493765586034913,0.24189526184538654,True,False,UPI0000052F18,UniRef50_Q12432,2021_06,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q12495,DP02470,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Chromatin assembly factor 1 subunit p90,RLF2,606,606,1,63,63,0.10396039603960396,0.10396039603960396,0.10396039603960396,0.30528052805280526,True,False,UPI0000126D75,UniRef50_Q12495,2023_12,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q12000,DP02474,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Translation machinery-associated protein 46,TMA46,345,345,1,37,37,0.1072463768115942,0.1072463768115942,0.1072463768115942,0.04927536231884058,True,False,UPI000006C497,UniRef50_Q12000,2020_12,disprot_taxon_559292_saccharomyces_cerevisiae.json
P36106,DP02476,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Transcription factor BYE1,BYE1,594,594,7,460,460,0.7744107744107744,0.7744107744107744,0.7744107744107744,0.3501683501683502,True,False,UPI000013B6A7,UniRef50_P36106,2020_06,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q12102,DP02480,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Cleavage factor two protein 2,CFT2,859,859,1,203,203,0.23632130384167638,0.23632130384167638,0.23632130384167638,0.15250291036088476,True,False,UPI0000052DD6,UniRef50_Q12102,2020_06,disprot_taxon_559292_saccharomyces_cerevisiae.json
P46674,DP02481,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,Nuclear mRNA export protein SAC3,SAC3,1301,1301,12,893,893,0.6863950807071484,0.6863950807071484,0.6863950807071484,0.3051498847040738,True,False,UPI0000168A3F,UniRef50_P46674,2020_06,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q05022,DP02513,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,rRNA biogenesis protein RRP5,RRP5,1729,1729,1,1408,1408,0.8143435511856565,0.8143435511856565,0.8143435511856565,0.13880855986119145,True,False,UPI0000134AD6,UniRef50_Q05022,2020_06,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q01080,DP02519,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,DNA-directed RNA polymerase I subunit RPA49,RPA49,415,415,7,301,301,0.7253012048192771,0.7253012048192771,0.7253012048192771,0.02650602409638554,True,False,UPI0000168AD5,UniRef50_Q01080,2020_06,disprot_taxon_559292_saccharomyces_cerevisiae.json
P04050,DP02527,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,DNA-directed RNA polymerase II subunit RPB1,RPO21,1733,1733,7,288,288,0.1661858049624928,0.1661858049624928,0.1661858049624928,0.16272360069244085,True,False,UPI0000168E01,UniRef50_P04050,2020_06,disprot_taxon_559292_saccharomyces_cerevisiae.json
Q04410,DP02544,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),559292,Fungal,GRASP65 homolog protein 1,GRH1,372,372,5,372,372,1.0,1.0,1.0,0.24731182795698925,True,False,UPI000006A1E4,UniRef50_Q04410,2023_12,disprot_taxon_559292_saccharomyces_cerevisiae.json
